                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                0.34124,                0.32468,                0.92319,                0.87578,                0.89714,                0.93485,                0.79526,                0.58049,                0.45894,                 1.0779,              0.0012278,              0.0012278,              0.0012278
                    119,                0.32952,                0.34083,                 0.9268,                 0.9098,                0.86455,                0.92519,                0.78067,                0.59908,                 0.4964,                 1.0893,              0.0012212,              0.0012212,              0.0012212
                    120,                0.33539,                0.32907,                0.91763,                0.95302,                0.81151,                0.92967,                0.78975,                0.57295,                0.49638,                 1.0986,              0.0012146,              0.0012146,              0.0012146
                    121,                0.33003,                0.33321,                0.90718,                0.92901,                0.83429,                0.93728,                0.80288,                0.56678,                0.48396,                 1.0925,               0.001208,               0.001208,               0.001208
                    122,                0.33837,                 0.3386,                0.92658,                0.93168,                0.89714,                0.94199,                  0.796,                0.58047,                0.46972,                 1.0937,              0.0012014,              0.0012014,              0.0012014
                    123,                0.32705,                0.32429,                0.91522,                0.88777,                0.90857,                0.93829,                0.79919,                0.54516,                0.47271,                 1.0477,              0.0011948,              0.0011948,              0.0011948
                    124,                  0.318,                0.30998,                0.91786,                0.94255,                 0.8438,                0.93922,                0.81293,                0.58083,                0.45729,                 1.0947,              0.0011882,              0.0011882,              0.0011882
                    125,                0.34516,                0.32545,                0.93727,                0.88327,                0.90801,                0.94295,                0.80871,                0.56634,                0.44979,                 1.0679,              0.0011816,              0.0011816,              0.0011816
                    126,                0.31812,                 0.3282,                0.91447,                0.94471,                0.88571,                0.94747,                0.81979,                0.55839,                0.43375,                 1.0553,               0.001175,               0.001175,               0.001175
                    127,                0.32755,                 0.3248,                0.91744,                0.91926,                0.91082,                0.95062,                0.81475,                0.55175,                0.42165,                 1.0611,              0.0011684,              0.0011684,              0.0011684
                    128,                0.31581,                0.31172,                0.91469,                0.93362,                0.88411,                0.94377,                0.80425,                0.57209,                0.43035,                 1.0837,              0.0011618,              0.0011618,              0.0011618
                    129,                0.33026,                0.32824,                0.91962,                 0.9652,                0.84571,                0.94043,                0.81015,                0.55429,                0.43015,                 1.0708,              0.0011552,              0.0011552,              0.0011552
                    130,                  0.318,                0.31928,                0.91694,                0.94498,                0.88332,                0.94568,                0.79677,                0.59156,                0.42171,                 1.1017,              0.0011486,              0.0011486,              0.0011486
                    131,                0.32274,                0.30717,                  0.914,                0.95225,                0.89143,                0.94727,                0.80734,                0.56538,                0.42619,                 1.0969,               0.001142,               0.001142,               0.001142
                    132,                0.33183,                0.32487,                0.91982,                0.94111,                0.91313,                0.96013,                0.81909,                0.58936,                0.41658,                 1.0943,              0.0011354,              0.0011354,              0.0011354
                    133,                0.30684,                0.30018,                0.90353,                0.92832,                0.86286,                0.93978,                0.80937,                0.57867,                0.43063,                 1.1007,              0.0011288,              0.0011288,              0.0011288
                    134,                0.32388,                 0.3239,                0.91028,                0.93904,                0.88022,                0.93712,                0.80042,                 0.5596,                0.43665,                 1.0723,              0.0011222,              0.0011222,              0.0011222
                    135,                0.33179,                 0.3341,                0.92306,                0.92606,                0.90857,                0.93652,                0.78576,                0.56599,                0.43112,                 1.0813,              0.0011156,              0.0011156,              0.0011156
                    136,                0.32404,                0.30544,                0.91868,                0.93906,                 0.8806,                0.93909,                0.80028,                0.56649,                0.43946,                 1.0892,               0.001109,               0.001109,               0.001109
                    137,                0.30692,                0.30535,                0.91641,                0.94892,                0.84927,                0.94168,                0.81203,                0.54768,                0.40685,                 1.0551,              0.0011024,              0.0011024,              0.0011024
                    138,                0.30747,                0.29116,                0.90572,                0.97437,                   0.88,                0.94539,                0.81726,                0.52928,                0.39569,                 1.0496,              0.0010958,              0.0010958,              0.0010958
                    139,                0.31472,                0.30881,                0.92406,                0.92797,                0.88344,                0.94615,                0.81573,                0.53875,                0.42486,                 1.0557,              0.0010892,              0.0010892,              0.0010892
                    140,                0.30988,                0.30567,                0.91406,                0.92198,                0.87784,                0.93412,                0.80393,                0.54892,                0.44212,                 1.0554,              0.0010826,              0.0010826,              0.0010826
